model_card_file,total_score,max_score,percentage,elements_passing_3_of_5,element_1_score,element_2_score,element_3_score,element_4_score,element_5_score,element_6_score,element_7_score,element_8_score,element_9_score,element_10_score
src/data/examples/harmonized/sentiment-classifier-with-datasheet-refs.yaml,41,50,82.0,10,5,5,4,3,3,5,3,3,5,5
