model_card_file,total_score,max_score,percentage,structural,metadata,technical,fairness,q1_score,q2_score,q3_score,q4_score,q5_score,q6_score,q7_score,q8_score,q9_score,q10_score,q11_score,q12_score,q13_score,q14_score,q15_score,q16_score,q17_score,q18_score,q19_score,q20_score
src/data/examples/fixtures/minimal-viable-model-card.yaml,24,84,28.6,12,4,4,4,5,3,3,0,1,0,0,0,4,0,0,0,4,0,0,0,0,0,3,1
